id,title,all_artists,popularity,release_date,danceability,energy,key,loudness,mode,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
6IwKcFdiRQZOWeYNhUiWIv,No One,['Alicia Keys'],71,2007-11-09,0.644,0.549,1,-5.415,0,0.0209,8.85e-06,0.134,0.167,90.04,253813,4
0tgVpDi06FyKpA1z0VMD4v,Perfect,['Ed Sheeran'],85,2017-03-03,0.599,0.448,8,-6.312,1,0.163,0.0,0.106,0.168,95.05,263400,3
0n4bITAu0Y0nigrz3MFJMb,Blurred Lines,"['Robin Thicke', 'T.I.', 'Pharrell Williams']",74,2013-01-01,0.853,0.599,7,-4.756,1,0.00334,7.93e-06,0.0759,0.843,119.993,263827,4
20I6sIOMTCkB6w7ryavxtO,Call Me Maybe,['Carly Rae Jepsen'],81,2012-01-01,0.782,0.58,7,-6.548,1,0.0114,2.28e-06,0.108,0.66,120.021,193400,4
0gmbgwZ8iqyMPmXefof8Yf,How You Remind Me,['Nickelback'],85,2001-09-11,0.446,0.764,10,-5.042,1,0.00135,0.0,0.099,0.543,172.094,223840,4
5p7ujcrUXASCNwRaWNHR1C,Without Me,['Halsey'],71,2018-10-04,0.752,0.488,6,-7.05,1,0.297,9.11e-06,0.0936,0.533,136.041,201661,4
1eq1wUnLVLg4pdEfx9kajC,Rolling in the Deep,['Adele'],1,2011-01-19,0.73,0.77,8,-5.114,1,0.138,0.0,0.0473,0.507,104.948,228093,4
6UxSmGD3Ys7BIpbUpSERBM,Somebody That I Used To Know,"['Gotye', 'Kimbra']",0,2011-08-19,0.865,0.511,0,-6.983,1,0.544,9.92e-05,0.102,0.774,129.057,245755,4
0CAfXk7DXMnon4gLudAp7J,Low (feat. T-Pain),"['Flo Rida', 'T-Pain']",81,2008-03-17,0.918,0.609,10,-5.64,0,0.0928,0.0,0.139,0.304,128.008,231400,4
0F7FA14euOIX8KcbEturGH,Old Town Road,['Lil Nas X'],72,2019-06-21,0.907,0.53,1,-6.112,1,0.0578,2.23e-06,0.101,0.507,135.998,113000,4
0U10zFw4GlBacOy9VDGfGL,We Found Love,"['Rihanna', 'Calvin Harris']",78,2011-11-19,0.735,0.766,1,-4.485,1,0.025,0.00141,0.108,0.6,127.975,215227,4
5rb9QrpfcKFHM1EUbSIurX,Yeah! (feat. Lil Jon & Ludacris),"['USHER', 'Lil Jon', 'Ludacris']",85,2004-03-23,0.894,0.791,2,-4.699,1,0.0183,0.0,0.0388,0.583,105.018,250373,4
7fa9MBXhVfQ8P8Df9OEbD8,Girls Like You (feat. Cardi B) - Cardi B Version,"['Maroon 5', 'Cardi B']",71,2018-06-15,0.779,0.541,0,-6.824,1,0.566,0.0,0.13,0.447,124.939,235545,4
7BKLCZ1jbUBVqRi2FVlTVw,Closer,"['The Chainsmokers', 'Halsey']",85,2016-07-29,0.748,0.524,8,-5.599,1,0.414,0.0,0.111,0.661,95.01,244960,4
7qiZfU4dY1lWllzX7mPBI3,Shape of You,['Ed Sheeran'],85,2017-03-03,0.825,0.652,1,-3.183,0,0.581,0.0,0.0931,0.931,95.977,233713,4
4kLLWz7srcuLKA7Et40PQR,I Gotta Feeling,['Black Eyed Peas'],81,2009-01-01,0.744,0.766,0,-6.375,1,0.0873,0.0,0.509,0.61,127.966,289133,4
7mitXLIMCflkhZiD34uEQI,Party Rock Anthem,"['LMFAO', 'Lauren Bennett', 'GoonRock']",73,2011-01-01,0.75,0.736,5,-4.168,0,0.0202,0.0,0.265,0.355,130.011,262147,4
32OlwWuMpZ6b0aN2RZOeMS,Uptown Funk (feat. Bruno Mars),"['Mark Ronson', 'Bruno Mars']",83,2015-01-12,0.856,0.609,0,-7.223,1,0.00801,8.15e-05,0.0344,0.928,114.988,269667,4
6h5PAsRni4IRlxWr6uDPTP,More Than You Know,['Axwell /\\ Ingrosso'],80,2017-07-28,0.646,0.741,5,-4.973,0,0.0275,0.0,0.312,0.571,123.077,203000,4
7Ie9W94M7OjPoZVV216Xus,Not Afraid,['Eminem'],79,2010-06-18,0.855,0.954,0,-1.19,0,0.529,0.0,0.205,0.668,114.635,248133,5
2Cd9iWfcOpGDHLz6tVA3G4,Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground),"['Shakira', 'Freshlyground']",17,2010-05-07,0.766,0.873,11,-6.381,0,0.00627,0.0,0.0764,0.743,126.988,202627,4
6epn3r7S14KUqlReYr77hA,Baby,"['Justin Bieber', 'Ludacris']",81,2010-01-01,0.728,0.859,5,-5.237,0,0.0401,0.0,0.111,0.535,65.043,214240,4
4cluDES4hQEUhmXj6TXkSo,What Makes You Beautiful,['One Direction'],84,2012-05-25,0.726,0.787,4,-2.494,1,0.009,0.0,0.0596,0.888,124.99,199987,4
386RUes7n1uM1yfzgeUuwp,The Lazy Song,['Bruno Mars'],78,2010-05-11,0.794,0.711,8,-5.124,0,0.3,0.0,0.0955,0.955,174.915,189109,4
1qU8pLmJNC0V2aSOStjWcX,a thousand years,['Christina Perri'],49,2019-11-01,0.423,0.407,10,-7.45,1,0.312,0.000961,0.11,0.161,139.048,285120,3
6VRhkROS2SZHGlp0pxndbJ,Bangarang (feat. Sirah),"['Skrillex', 'Sirah']",68,2011-12-27,0.716,0.972,7,-2.302,1,0.0145,3.22e-05,0.317,0.576,110.026,215253,4
7DFNE7NO0raLIUbgzY2rzm,Let Her Go,['Passenger'],13,2012-11-05,0.509,0.538,7,-7.335,1,0.385,0.0,0.104,0.244,75.089,252867,4
2ckpQTyugy6Y94fCZ0wurQ,Gangnam Style (강남스타일),['PSY'],8,2012-01-01,0.72,0.928,11,-3.869,0,0.00527,1.48e-06,0.0881,0.708,132.093,218773,4
6or1bKJiZ06IlK0vFvY75k,Rap God,['Eminem'],75,2013-11-05,0.709,0.843,7,-2.66,1,0.395,0.0,0.799,0.625,148.134,363521,4
4VrWlk8IQxevMvERoX08iC,Chandelier,['Sia'],81,2014-07-04,0.399,0.787,1,-2.88,1,0.0197,6.07e-05,0.0685,0.572,117.089,216120,5
3CRDbSIZ4r5MsZ0YwxuEkn,Stressed Out,['Twenty One Pilots'],84,2015-05-15,0.734,0.637,4,-5.677,0,0.0462,2.29e-05,0.0602,0.648,169.977,202333,4
698ItKASDavgwZ3WjaWjtz,Faded,['Alan Walker'],80,2018-12-14,0.468,0.627,6,-5.085,1,0.0281,7.97e-06,0.11,0.159,179.642,212107,4
5knuzwU65gJK7IF5yJsuaW,Rockabye (feat. Sean Paul & Anne-Marie),"['Clean Bandit', 'Sean Paul', 'Anne-Marie']",72,2016-10-21,0.72,0.763,9,-4.068,0,0.406,0.0,0.18,0.742,101.965,251088,4
06KyNuuMOX1ROXRhj787tj,We Don't Talk Anymore (feat. Selena Gomez),"['Charlie Puth', 'Selena Gomez']",79,2016-01-29,0.728,0.563,1,-8.053,0,0.621,0.0,0.179,0.352,100.017,217707,4
3MEYFivt6bilQ9q9mFWZ4g,Alone,['Marshmello'],69,2016-05-13,0.631,0.953,2,-3.739,1,0.0241,0.0155,0.108,0.422,141.99,273803,4
6Nox5U3W0Bf9U0anGZz8f2,Mi Gente,"['J Balvin', 'Willy William']",45,2017-06-30,0.548,0.701,11,-4.862,0,0.0178,1.34e-05,0.134,0.309,104.237,189029,4
4w8niZpiMy6qz1mntFA5uM,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","['DJ Snake', 'Selena Gomez', 'Ozuna', 'Cardi B']",72,2018-09-28,0.842,0.801,8,-4.167,0,0.157,4.82e-06,0.0642,0.617,95.881,212500,4
4evmHXcjt3bTUHD1cvny97,Beautiful People (feat. Khalid),"['Ed Sheeran', 'Khalid']",69,2019-06-28,0.64,0.648,5,-8.113,0,0.124,0.0,0.0802,0.548,92.977,197867,4
43zdsphuZLzwA9k4DJhU0I,when the party's over,['Billie Eilish'],82,2019-03-29,0.367,0.111,4,-14.084,1,0.978,3.97e-05,0.0897,0.198,82.642,196077,4
2wrJq5XKLnmhRXHIAf9xBa,"10,000 Hours (with Justin Bieber)","['Dan + Shay', 'Justin Bieber']",71,2019-10-04,0.654,0.63,10,-4.644,1,0.153,0.0,0.111,0.43,89.991,167693,4
7yBbV2k2S2uhaQc24NF2xt,Stupid Love,['Lady Gaga'],66,2020-05-29,0.68,0.825,8,-4.296,1,0.00173,0.000122,0.27,0.784,117.987,193533,4
6cy3ki60hLwimwIje7tALf,RITMO (Bad Boys For Life),"['Black Eyed Peas', 'J Balvin']",69,2019-10-12,0.721,0.716,10,-7.037,0,0.0334,0.00084,0.237,0.667,104.994,221714,4
55CHeLEfn5iJ0IIkgaa4si,Savage,['Megan Thee Stallion'],65,2020-03-06,0.843,0.741,11,-5.609,1,0.0252,0.0,0.096,0.68,168.983,155497,4
7CHi4DtfK4heMlQaudCuHK,Lose Control,"['MEDUZA', 'Becky Hill', 'Goodboys']",70,2019-10-11,0.598,0.527,10,-8.659,0,0.129,0.0,0.14,0.53,123.943,168387,4
3HVWdVOQ0ZA45FuZGSfvns,I Don't Care (with Justin Bieber),"['Ed Sheeran', 'Justin Bieber']",73,2019-05-10,0.798,0.676,6,-5.041,1,0.0902,0.0,0.0894,0.843,101.956,219947,4
2VxeLyX666F8uXCJ0dZF8B,Shallow,"['Lady Gaga', 'Bradley Cooper']",82,2018-10-05,0.577,0.385,7,-6.362,1,0.371,0.0,0.231,0.331,95.82,215733,4
2alc8VZAzDgdAsL2QMk3hu,Skechers,['DripReport'],65,2020-01-12,0.903,0.327,1,-9.727,1,0.26,0.011,0.108,0.274,100.008,106000,4
7aiClxsDWFRQ0Kzk5KI5ku,hot girl bummer,['blackbear'],1,2019-08-23,0.778,0.559,6,-7.109,0,0.128,0.0,0.399,0.678,129.989,185093,1
3Dv1eDb0MEgF93GpLXlucZ,Say So,['Doja Cat'],75,2019-11-07,0.787,0.673,11,-4.583,0,0.264,3.35e-06,0.0904,0.779,110.962,237893,4
4zTPYAf5scZdp0LnwPPeWK,Deep End Freestyle,"['Sleepy Hallow', 'Fousheé']",56,2020-04-03,0.876,0.479,4,-6.687,0,0.703,0.0,0.102,0.776,133.858,115200,4
66W1rVTnEv86dIkFhoiElg,Secrets,"['Regard', 'RAYE']",66,2020-04-24,0.848,0.768,6,-5.386,0,0.0412,0.000785,0.195,0.777,118.961,176767,4
4qCgKKXa3CF6CzEDLW6vTt,Secrets,['P!nk'],52,2017-10-13,0.717,0.62,9,-5.587,0,0.00808,3.35e-06,0.0718,0.459,119.913,210093,4
5px6upUHM3fhOP621Edp4V,Physical,['Dua Lipa'],60,2020-01-30,0.647,0.844,0,-3.756,1,0.0137,0.000658,0.102,0.746,146.962,193829,4
7FIWs0pqAYbP91WWM0vlTQ,Godzilla (feat. Juice WRLD),"['Eminem', 'Juice WRLD']",83,2020-01-17,0.808,0.745,10,-5.26,0,0.145,0.0,0.292,0.829,165.995,210800,4
0u2P5u6lvoDfwTYjAADbn4,lovely (with Khalid),"['Billie Eilish', 'Khalid']",87,2018-04-19,0.351,0.296,4,-10.109,0,0.934,0.0,0.095,0.12,115.284,200186,4
3ZCTVFBt2Brf31RLEnCkWJ,everything i wanted,['Billie Eilish'],81,2019-11-13,0.704,0.225,6,-14.454,0,0.902,0.657,0.106,0.243,120.006,245426,4
2kJwzbxV2ppxnQoYw4GLBZ,If the World Was Ending (feat. Julia Michaels),"['JP Saxe', 'Julia Michaels']",73,2019-10-17,0.464,0.473,1,-10.086,1,0.866,0.0,0.109,0.604,75.801,208687,4
2tnVG71enUj33Ic2nFN6kZ,Ride It,['Regard'],81,2019-07-26,0.88,0.751,7,-4.258,0,0.177,6.43e-05,0.106,0.884,117.948,157606,4
76nqCfJOcFFWBJN32PAksn,Kings & Queens,['Ava Max'],0,2020-03-12,0.638,0.688,1,-4.056,0,0.00775,0.0,0.126,0.434,129.856,162399,4
1xQ6trAsedVPCdbtDAmk0c,Savage Love (Laxed - Siren Beat),"['Jawsh 685', 'Jason Derulo']",72,2020-06-11,0.767,0.481,0,-8.52,0,0.234,0.0,0.269,0.761,150.076,171375,4
78qd8dvwea0Gosb6Fe6j3k,Boss Bitch,['Doja Cat'],74,2020-01-23,0.707,0.955,10,-4.593,0,0.127,0.0,0.202,0.575,125.989,134240,4
2b8fOow8UzyDFAE27YhOZM,Memories,['Maroon 5'],26,2019-09-20,0.764,0.32,11,-7.209,1,0.837,0.0,0.0822,0.575,91.019,189486,4
5xYC48nOppVemY6U5GRGTb,Memories (feat. Kid Cudi),"['David Guetta', 'Kid Cudi']",62,2010-11-22,0.546,0.916,8,-3.932,1,0.00144,4.34e-06,0.251,0.375,129.983,210853,4
3jjujdWJ72nww5eGnfs2E7,Adore You,['Harry Styles'],83,2019-12-13,0.676,0.771,8,-3.675,1,0.0237,7e-06,0.102,0.569,99.048,207133,4
696DnlkuDOXcMAnKlTgXXK,ROXANNE,['Arizona Zervas'],73,2019-10-10,0.621,0.601,6,-5.616,0,0.0522,0.0,0.46,0.457,116.735,163636,5
7ce20yLkzuXXLUhzIDoZih,Before You Go,['Lewis Capaldi'],68,2019-11-19,0.459,0.575,3,-4.858,1,0.604,0.0,0.0885,0.183,111.881,215107,4
7szuecWAPwGoV1e5vGu8tl,In Your Eyes,['The Weeknd'],75,2020-03-20,0.667,0.719,7,-5.371,0,0.0028,7.92e-05,0.0736,0.718,100.019,237520,4
2MbdDtCv5LUVjYy9RuGTgC,"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix","['Jack Harlow', 'Tory Lanez', 'DaBaby', 'Lil Wayne']",66,2020-06-24,0.904,0.723,11,-5.224,0,0.0631,0.0,0.185,0.835,145.013,227478,4
1Cv1YLb4q0RzL6pybtaMLo,Sunday Best,['Surfaces'],20,2019-01-06,0.878,0.525,5,-6.832,1,0.183,0.0,0.0714,0.694,112.022,158571,4
4TnjEaWOeW0eKTKIEvJyCa,Falling,['Trevor Daniel'],1,2018-10-05,0.785,0.431,10,-8.756,0,0.123,0.0,0.0887,0.236,127.085,159382,4
364dI1bYnvamSnBJ8JcNzN,Intentions,"['Justin Bieber', 'Quavo']",67,2020-02-07,0.811,0.553,9,-6.644,1,0.317,0.0,0.105,0.86,148.014,212869,4
3H7ihDc1dqLriiWXwsc2po,Breaking Me,"['Topic', 'A7S']",74,2019-12-19,0.789,0.72,8,-5.652,0,0.223,0.0,0.129,0.664,122.031,166794,4
4HBZA5flZLE435QTztThqH,Stuck with U (with Justin Bieber),"['Ariana Grande', 'Justin Bieber']",77,2020-05-08,0.597,0.45,8,-6.658,1,0.223,0.0,0.382,0.537,178.765,228482,3
4nK5YrxbMGZstTLbvj6Gxw,Supalonely,"['BENEE', 'Gus Dapperton']",66,2019-11-15,0.863,0.63,7,-4.688,1,0.304,3.04e-05,0.123,0.816,128.977,223480,4
017PF4Q3l4DBUiWoXk4OWT,Break My Heart,['Dua Lipa'],77,2020-03-27,0.73,0.729,4,-3.434,0,0.167,1.39e-06,0.349,0.467,113.011,221820,4
2XU0oxnq2qxCpomAAuJY8K,Dance Monkey,['Tones And I'],74,2019-10-17,0.824,0.588,6,-6.4,0,0.692,0.000104,0.149,0.513,98.027,209438,4
62aP9fBQKYKxi7PDXwcUAS,ily (i love you baby) (feat. Emilee),"['Surf Mesa', 'Emilee']",75,2019-11-26,0.674,0.774,11,-7.567,0,0.0686,0.00188,0.393,0.33,112.05,176547,4
6WrI0LAC5M1Rw2MnX2ZvEg,Don't Start Now,['Dua Lipa'],73,2019-10-31,0.794,0.793,11,-4.521,0,0.0125,0.0,0.0952,0.677,123.941,183290,4
6UelLqGlWMcVH1E5c4H7lY,Watermelon Sugar,['Harry Styles'],87,2019-12-13,0.548,0.816,0,-4.209,1,0.122,0.0,0.335,0.557,95.39,174000,4
127QTOFJsJQp5LbJbu3A1y,Toosie Slide,['Drake'],68,2020-04-03,0.834,0.454,1,-9.75,0,0.321,6.15e-06,0.114,0.837,81.618,247059,4
7eJMfftS33KTjuF7lTsMCx,death bed (coffee for your head),"['Powfu', 'beabadoobee']",79,2020-02-08,0.726,0.431,8,-8.765,0,0.731,0.0,0.696,0.348,144.026,173333,4
24Yi9hE78yPEbZ4kxyoXAI,Roses - Imanbek Remix,"['SAINt JHN', 'Imanbek']",77,2019-10-09,0.77,0.724,8,-5.484,1,0.0167,0.0107,0.353,0.898,121.975,176840,4
7ytR5pFWmSjzHJIeQkgog4,ROCKSTAR (feat. Roddy Ricch),"['DaBaby', 'Roddy Ricch']",74,2020-04-17,0.746,0.69,11,-7.956,1,0.247,0.0,0.101,0.497,89.977,181733,4
0VjIjW4GlUZAMYd2vXMi3b,Blinding Lights,['The Weeknd'],88,2020-03-20,0.513,0.73,1,-5.94,1,0.00143,9.54e-05,0.0897,0.334,171.001,200040,4
1f3yAtsJtY87CTmM8RLnxf,Smells Like Teen Spirit,['Nirvana'],7,1991-09-26,0.502,0.912,1,-4.556,1,2.55e-05,0.000173,0.106,0.72,116.761,301920,4
4kIvwVT3LVsQDLlSaKtXtD,Call On Me,['Starley'],0,2016-08-12,0.791,0.654,0,-7.109,1,0.126,0.0,0.0839,0.5,97.995,161633,4
4dASQiO1Eoo3RJvt74FtXB,"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)","['Lil Wayne', 'Wiz Khalifa', 'Imagine Dragons', 'X Ambassadors', 'Logic', 'Ty Dolla $ign']",75,2016-06-24,0.502,0.786,9,-4.378,0,0.255,0.0,0.65,0.739,169.021,243491,4
60a0Rd6pjrkxjPbaKzXjfq,In the End,['Linkin Park'],87,2000,0.556,0.864,3,-5.87,0,0.00958,0.0,0.209,0.4,105.143,216880,4
2RttW7RAu5nOAfq6YFvApB,Happier,['Ed Sheeran'],74,2017-03-03,0.522,0.385,0,-7.355,1,0.536,0.0,0.135,0.236,89.792,207520,4
51codqiX6WYdVHVaMAQTgy,Pompeii,['Bastille'],48,2014-11-01,0.689,0.727,9,-6.399,1,0.0864,0.0,0.237,0.546,127.464,214973,4
1OAh8uOEOvTDqkKFsKksCi,Wild Thoughts (feat. Rihanna & Bryson Tiller),"['DJ Khaled', 'Rihanna', 'Bryson Tiller']",77,2017-06-22,0.671,0.672,0,-3.094,0,0.0329,0.0,0.118,0.632,97.979,204173,4
5eqPvDao9ls8C4DttChqdj,Middle,"['DJ Snake', 'Bipolar Sunshine']",0,2020-06-30,0.585,0.73,1,-4.038,0,0.0171,0.0,0.0488,0.222,104.824,220747,4
1I8tHoNBFTuoJAlh4hfVVE,Firestone,"['Kygo', 'Conrad Sewell']",77,2016-05-13,0.704,0.634,11,-7.374,0,0.393,3.17e-05,0.0952,0.411,113.927,271640,4
29JrmE89KgRyCxBIzq2Ocw,Strip That Down (feat. Quavo),"['Liam Payne', 'Quavo']",68,2019-12-06,0.873,0.495,6,-5.446,1,0.199,0.0,0.0805,0.546,106.033,202062,4
3vv9phIu6Y1vX3jcqaGz5Z,Roses,"['The Chainsmokers', 'ROZES']",74,2015-06-16,0.713,0.802,4,-7.055,1,0.0435,0.00377,0.309,0.343,100.001,226739,4
0nJW01T7XtvILxQgC5J7Wh,When I Was Your Man,['Bruno Mars'],85,2012-12-07,0.612,0.28,0,-8.648,1,0.932,0.0,0.088,0.387,72.795,213827,4
5vdp5UmvTsnMEMESIF2Ym7,Another One Bites The Dust - Remastered 2011,['Queen'],82,1980-06-27,0.933,0.528,5,-6.472,0,0.112,0.312,0.163,0.754,109.967,214653,4
5iwz1NiezX7WWjnCgY5TH4,Calma - Remix,"['Pedro Capó', 'Farruko']",72,2018-10-05,0.826,0.773,11,-4.218,0,0.323,0.0,0.143,0.761,126.899,238200,4
3EPXxR3ImUwfayaurPi3cm,Be Alright,['Dean Lewis'],75,2018-06-29,0.553,0.586,11,-6.319,1,0.697,0.0,0.0813,0.443,126.684,196373,4
2374M0fQpWi3dLnB54qaLX,Africa,['TOTO'],86,1982-04-08,0.671,0.373,9,-18.064,1,0.257,8.01e-05,0.0481,0.732,92.718,295893,4
0TDLuuLlV54CkRRUOahJb4,Titanium (feat. Sia),"['David Guetta', 'Sia']",80,2012-12-07,0.604,0.787,0,-3.674,0,0.0679,0.15,0.127,0.301,126.062,245040,4
7w87IxuO7BDcJ3YUqCyMTT,Pumped Up Kicks,['Foster The People'],85,2011-05-23,0.733,0.71,5,-5.849,0,0.145,0.115,0.0956,0.965,127.975,239600,4
7kDH4UQkVLaW9743hiCR2Y,Sorry Not Sorry - Freedo Remix,"['Demi Lovato', 'Freedo']",31,2017-08-11,0.662,0.61,11,-6.175,0,0.00909,0.0,0.11,0.578,154.101,224720,4
2meEiZKWkiN28gITzFwQo5,Into You,['Ariana Grande'],20,2016-05-20,0.623,0.734,9,-5.948,1,0.0162,1.75e-06,0.145,0.37,107.853,244453,4
0puf9yIluy9W0vpMEUoAnN,Bang Bang,"['Jessie J', 'Ariana Grande', 'Nicki Minaj']",78,2014-10-10,0.706,0.786,0,-3.417,0,0.26,0.0,0.38,0.751,150.028,199387,4
5tf1VVWniHgryyumXyJM7w,Sugar (feat. Francesco Yates),"['Robin Schulz', 'Francesco Yates']",78,2015-09-25,0.636,0.815,5,-5.098,0,0.0185,0.0,0.163,0.636,123.063,219043,4
6AeQlMyRzvSl1nkFztZyKl,Issues,['Julia Michaels'],50,2017-01-13,0.722,0.417,8,-6.825,1,0.39,0.0,0.0612,0.451,113.965,176347,4
5w9c2J52mkdntKOmRLeM2m,Con Calma,"['Daddy Yankee', 'Snow']",78,2019-01-24,0.737,0.86,8,-2.652,0,0.11,1.94e-06,0.0574,0.656,93.989,193227,4
2PIvq1pGrUjY007X5y1UpM,"Earned It (Fifty Shades Of Grey) - From The ""Fifty Shades Of Grey"" Soundtrack",['The Weeknd'],72,2014-12-23,0.659,0.381,2,-5.922,0,0.385,0.0,0.0972,0.426,119.844,252227,3
6QgjcU0zLnzq5OrUoSZ3OK,Feel It Still,['Portugal. The Man'],81,2017-06-16,0.801,0.795,1,-5.115,0,0.0417,0.000113,0.0717,0.754,79.028,163253,4
1SN1vSPsr4V4tIUTR3s8YW,Fast Car,"['Jonas Blue', 'Dakota']",74,2018-11-09,0.672,0.578,9,-6.621,1,0.469,0.0,0.312,0.548,113.945,212424,4
6kex4EBAj0WHXDKZMEJaaF,Swalla (feat. Nicki Minaj & Ty Dolla $ign),"['Jason Derulo', 'Nicki Minaj', 'Ty Dolla $ign']",70,2017-02-23,0.689,0.789,1,-4.901,1,0.154,0.0,0.203,0.745,98.043,216409,4
0E9ZjEAyAwOXZ7wJC0PD33,In My Mind,"['Dynoro', ""Gigi D'Agostino""]",80,2018-06-08,0.694,0.77,6,-5.335,1,0.176,1.1e-05,0.118,0.163,125.905,184560,4
1j4kHkkpqZRBwE0A4CN4Yv,Dusk Till Dawn (feat. Sia) - Radio Edit,"['ZAYN', 'Sia']",72,2017-09-07,0.259,0.437,11,-6.589,0,0.102,1.32e-06,0.106,0.0951,180.042,239000,4
52okn5MNA47tk87PeZJLEL,Let You Down,['NF'],77,2017-10-06,0.661,0.714,5,-5.68,0,0.314,0.0,0.179,0.464,147.998,212120,4
3ebXMykcMXOcLeJ9xZ17XH,Scared to Be Lonely,"['Martin Garrix', 'Dua Lipa']",78,2017-01-27,0.584,0.54,1,-7.786,0,0.0895,0.0,0.261,0.195,137.972,220883,4
61dCUoMCg28qEBzrW6htYM,Rather Be (feat. Jess Glynne),"['Clean Bandit', 'Jess Glynne']",75,2014-06-02,0.799,0.586,11,-6.735,1,0.162,2.03e-06,0.193,0.549,120.97,227833,4
4bHsxqR3GMrXTxEPLuK5ue,Don't Stop Believin',['Journey'],20,1981,0.5,0.748,4,-9.072,1,0.127,0.0,0.447,0.514,118.852,250987,4
15vzANxN8G9wWfwAJLLMCg,Paris,['The Chainsmokers'],64,2017-01-13,0.646,0.644,2,-6.763,1,0.0243,0.0,0.0888,0.251,99.999,221520,4
0PDUDa38GO8lMxLCRc4lL1,PILLOWTALK,['ZAYN'],76,2016-03-25,0.584,0.7,11,-4.275,1,0.117,0.0,0.0939,0.438,124.944,202747,4
4xkOaSrkexMciUUogZKVTS,Till I Collapse,"['Eminem', 'Nate Dogg']",83,2002-05-26,0.548,0.847,1,-3.237,1,0.0622,0.0,0.0816,0.1,171.447,297787,4
0afhq8XCExXpqazXczTSve,Galway Girl,['Ed Sheeran'],77,2017-03-03,0.624,0.876,9,-3.374,1,0.0735,0.0,0.327,0.781,99.943,170827,4
75JFxkI2RXiU7L9VXzMkle,The Scientist,['Coldplay'],85,2002-08-27,0.557,0.442,5,-7.224,1,0.731,1.46e-05,0.11,0.213,146.277,309600,4
6b8Be6ljOzmkOmFslEb23P,24K Magic,['Bruno Mars'],82,2016-11-17,0.818,0.803,1,-4.282,1,0.034,0.0,0.153,0.632,106.97,225983,4
0tBbt8CrmxbjRP0pueQkyU,Wolves,"['Selena Gomez', 'Marshmello']",75,2017-10-25,0.725,0.804,11,-4.614,0,0.124,0.0,0.204,0.31,124.996,197993,4
6PCUP3dWmTjcTtXY02oFdT,Castle on the Hill,['Ed Sheeran'],77,2017-03-03,0.461,0.834,2,-4.868,1,0.0232,1.14e-05,0.14,0.471,135.007,261154,4
2qT1uLXPVPzGgFOx4jtEuo,no tears left to cry,['Ariana Grande'],75,2018-08-17,0.699,0.713,9,-5.507,0,0.04,3.11e-06,0.294,0.354,121.993,205920,4
66hayvUbTotekKU3H4ta1f,Where Are Ü Now (with Justin Bieber),"['Jack Ü', 'Skrillex', 'Diplo', 'Justin Bieber']",73,2015-02-24,0.432,0.781,4,-4.038,0,0.041,4.21e-06,0.0789,0.197,139.432,250286,4
1x5sYLZiu9r5E43kMlt9f8,Symphony (feat. Zara Larsson),"['Clean Bandit', 'Zara Larsson']",72,2017-03-16,0.707,0.629,0,-4.581,0,0.259,1.6e-05,0.138,0.457,122.863,212459,4
0GxQ1A5L9xnMOytbP6eKBG,What Lovers Do (feat. SZA),"['Maroon 5', 'SZA']",73,2018-06-15,0.8,0.598,5,-5.131,0,0.0798,5.47e-06,0.1,0.422,109.998,199849,4
7d8GetOsjbxYnlo6Y9e5Kw,Mr. Brightside,['The Killers'],0,2004-06-07,0.352,0.928,1,-3.71,1,0.00113,0.0,0.0987,0.239,148.026,222107,4
7795WJLVKJoAyVoOtCWqXN,I'm Not The Only One,['Sam Smith'],82,2014-05-26,0.678,0.484,5,-5.795,1,0.529,2.01e-05,0.0766,0.493,82.004,239317,4
09IStsImFySgyp0pIQdqAc,The Middle,"['Zedd', 'Maren Morris', 'Grey']",77,2018-01-23,0.753,0.657,7,-3.061,1,0.171,0.0,0.112,0.437,107.01,184732,4
4Ce37cRWvM1vIGGynKcs22,Starving,"['Hailee Steinfeld', 'Grey', 'Zedd']",72,2016-07-22,0.728,0.616,4,-4.238,1,0.378,0.0,0.105,0.508,99.962,181880,4
6uBhi9gBXWjanegOb2Phh0,Stay,"['Zedd', 'Alessia Cara']",74,2017-02-23,0.69,0.622,5,-5.025,0,0.253,0.0,0.116,0.544,102.04,210091,4
0VgkVdmE4gld66l8iyGjgx,Mask Off,['Future'],82,2017-06-30,0.833,0.434,2,-8.795,1,0.0102,0.0219,0.165,0.281,150.062,204600,4
25sgk305KZfyuqVBQIahim,Sweet but Psycho,['Ava Max'],2,2018-08-17,0.719,0.704,1,-4.724,1,0.0691,0.0,0.166,0.628,133.002,187436,4
1rIKgCH4H52lrvDcz50hS8,Lush Life,['Zara Larsson'],84,2017-03-17,0.694,0.712,7,-3.923,0,0.132,0.0,0.211,0.799,98.023,201122,4
40YcuQysJ0KlGQTeGUosTC,"Me, Myself & I","['G-Eazy', 'Bebe Rexha']",80,2015-12-04,0.756,0.674,0,-6.518,0,0.0184,0.0,0.158,0.389,111.995,251467,4
