id,title,all_artists,popularity,release_date,danceability,energy,key,loudness,mode,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
2tDz0gabkgCjFE34CWvwrl,Wonderwall,['Oasis'],0,1995-10-02,0.408,0.843,2,-5.612,1,0.00221,0.0,0.134,0.468,174.452,258907,4
08bNPGLD8AhKpnnERrAc6G,FRIENDS,"['Marshmello', 'Anne-Marie']",75,2018-02-09,0.626,0.88,9,-2.384,0,0.205,0.0,0.128,0.534,95.079,202621,4
3dhjNA0jGA8vHBQ1VdD6vV,I Feel It Coming,"['The Weeknd', 'Daft Punk']",76,2016-11-25,0.773,0.819,0,-5.946,0,0.428,0.0,0.0679,0.585,92.987,269187,4
2iUXsYOEPhVqEBwsqP70rE,Youngblood,['5 Seconds of Summer'],80,2018-06-15,0.597,0.854,7,-5.114,0,0.0169,0.0,0.124,0.152,120.276,203418,4
7vGuf3Y35N4wmASOKLUVVU,Silence,"['Marshmello', 'Khalid']",81,2017-08-11,0.52,0.761,4,-3.093,1,0.256,4.96e-06,0.17,0.286,141.971,180823,4
1pjvlYOMIg1NhGQbM6iwrY,Light It Up (feat. Nyla & Fuse ODG) [Remix],"['Major Lazer', 'Nyla', 'Fuse ODG']",77,2015-11-27,0.747,0.877,9,-3.782,0,0.0375,0.000833,0.233,0.752,107.991,166138,4
76hfruVvmfQbw0eYn1nmeC,Cake By The Ocean,['DNCE'],81,2016-11-18,0.774,0.753,4,-5.446,0,0.152,0.0,0.0371,0.896,119.002,219147,4
7vRriwrloYVaoAe3a9wJHe,"i hate u, i love u (feat. olivia o'brien)","['gnash', ""Olivia O'Brien""]",75,2016-03-25,0.492,0.275,6,-13.4,0,0.687,0.0,0.101,0.18,92.6,251034,4
1pKeFVVUOPjFsOABub0OaV,Side To Side,"['Ariana Grande', 'Nicki Minaj']",1,2016-05-20,0.65,0.736,6,-5.84,0,0.0528,0.0,0.235,0.613,159.173,226160,4
23L5CiUhw2jV1OIMwthR3S,In the Name of Love,"['Martin Garrix', 'Bebe Rexha']",79,2016-07-29,0.501,0.519,4,-5.88,0,0.109,0.0,0.454,0.168,133.99,195707,4
0JP9xo3adEtGSdUEISiszL,Moonlight,['XXXTENTACION'],82,2018-03-16,0.921,0.537,9,-5.723,0,0.556,0.00404,0.102,0.711,128.009,135090,4
7JJmb5XwzOO8jgpou264Ml,There's Nothing Holdin' Me Back,['Shawn Mendes'],85,2017-04-20,0.866,0.811,11,-4.063,0,0.375,0.0,0.078,0.969,121.995,199440,4
2P91MQbaiQOfbiz9VqhqKQ,I Like Me Better,['Lauv'],5,2018-05-31,0.752,0.505,9,-7.621,1,0.535,2.55e-06,0.104,0.419,91.97,197437,4
7yq4Qj7cqayVTp3FF9CWbm,Riptide,['Vance Joy'],84,2014-09-08,0.484,0.731,1,-6.694,1,0.431,0.0,0.151,0.51,101.654,204280,4
2Z8WuEywRWYTKe1NybPQEW,Ride,['Twenty One Pilots'],84,2015-05-15,0.645,0.713,6,-5.355,1,0.00835,0.0,0.113,0.566,74.989,214507,4
5qaEfEh1AtSdrdrByCP7qR,Demons,['Imagine Dragons'],84,2012-09-04,0.5,0.71,3,-3.015,1,0.19,0.00025,0.269,0.419,89.929,177507,4
0b9oOr2ZgvyQu88wzixux9,This Is America,['Childish Gambino'],67,2018-05-06,0.854,0.463,5,-6.159,1,0.117,0.0,0.354,0.549,120.024,225773,4
76cy1WJvNGJTj78UqeA5zr,IDGAF,['Dua Lipa'],77,2017-06-02,0.836,0.544,7,-5.975,1,0.0403,0.0,0.0824,0.51,97.028,217947,4
3eR23VReFzcdmS7TYCrhCe,It Ain't Me (with Selena Gomez),"['Kygo', 'Selena Gomez']",76,2017-02-16,0.64,0.533,0,-6.596,1,0.119,0.0,0.0864,0.515,99.968,220781,4
3DXncPQOG4VBw3QHh3S817,"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)","['DJ Khaled', 'Justin Bieber', 'Quavo', 'Chance the Rapper', 'Lil Wayne']",71,2017-06-22,0.609,0.668,7,-4.284,1,0.0552,0.0,0.167,0.811,80.924,288600,4
55n9yjI6qqXh5F2mYvUc2y,I Don’t Wanna Live Forever (Fifty Shades Darker),"['ZAYN', 'Taylor Swift']",79,2017-11-09,0.73,0.444,0,-8.418,1,0.059,1.8e-05,0.14,0.106,117.979,247160,4
7ef4DlsgrMEH11cDZd32M6,One Kiss (with Dua Lipa),"['Calvin Harris', 'Dua Lipa']",85,2018-04-06,0.791,0.862,9,-3.24,0,0.037,2.19e-05,0.0814,0.592,123.994,214847,4
5cF0dROlMOK5uNZtivgu50,Attention,['Charlie Puth'],80,2018-05-11,0.775,0.613,3,-4.586,0,0.109,2.33e-05,0.134,0.797,100.066,208787,4
4tCtwWceOPWzenK2HAIJSb,Work from Home (feat. Ty Dolla $ign),"['Fifth Harmony', 'Ty Dolla $ign']",75,2016-05-27,0.803,0.585,8,-5.861,1,0.103,3.94e-06,0.0644,0.593,105.017,214480,4
0azC730Exh71aQlOt9Zj3y,This Is What You Came For,"['Calvin Harris', 'Rihanna']",85,2016-04-29,0.631,0.927,9,-2.787,0,0.199,0.119,0.148,0.465,123.962,222160,4
6SKwQghsR8AISlxhcwyA9R,Marry You,['Bruno Mars'],78,2010-05-11,0.621,0.82,10,-4.865,1,0.332,0.0,0.104,0.452,144.905,230192,4
1mXVgsBdtIVeCLJnSnmtdV,Too Good At Goodbyes,['Sam Smith'],82,2017-11-03,0.715,0.372,5,-8.237,1,0.638,0.0,0.169,0.474,91.931,201000,4
0aE3W7pRqEwEHOKojWMlgt,Stitches,['Shawn Mendes'],31,2020-07-03,0.736,0.74,10,-6.662,0,0.0174,0.0,0.0481,0.737,74.99,206879,4
5kqIPrATaCc2LqxVWzQGbk,7 Years,['Lukas Graham'],82,2016-04-01,0.765,0.473,10,-5.829,1,0.287,0.0,0.391,0.34,119.992,237300,4
0RBQBIdcPiVoZlDeajDJOC,Cold Water (feat. Justin Bieber & MØ) [Don Omar Remix],"['Major Lazer', 'Justin Bieber', 'MØ', 'Don Omar']",35,2016-11-11,0.581,0.903,9,-3.629,1,0.0298,0.0,0.161,0.471,93.006,180933,4
5Bbz24YsEW0cdbYz6RhSXq,Treat You Better,['Shawn Mendes'],29,2020-07-03,0.443,0.82,10,-4.091,0,0.107,0.0,0.107,0.771,82.697,187973,4
4u7EnebtmKWzUH433cf5Qv,Bohemian Rhapsody - Remastered 2011,['Queen'],79,1975-11-21,0.411,0.404,0,-9.928,0,0.271,0.0,0.3,0.226,71.068,354320,4
3a1lNhkSLSkpJE4MSHpDu9,Congratulations,"['Post Malone', 'Quavo']",80,2016-12-09,0.63,0.804,6,-4.183,1,0.215,0.0,0.253,0.492,123.146,220293,4
7GX5flRQZVHRAGd6B4TmDO,XO Tour Llif3,['Lil Uzi Vert'],82,2017-08-25,0.732,0.75,11,-6.366,0,0.00264,0.0,0.109,0.401,155.096,182707,4
0lYBSQXN6rCTvUZvg9S0lU,Let Me Love You,"['DJ Snake', 'Justin Bieber']",84,2016-08-05,0.475,0.715,8,-5.371,1,0.0863,2.67e-05,0.135,0.159,199.892,205947,4
3ee8Jmje8o58CHK66QrVC2,SAD!,['XXXTENTACION'],79,2018-03-16,0.74,0.613,8,-4.88,1,0.258,0.00372,0.123,0.473,75.023,166606,4
0vbtURX4qv1l7besfwmnD8,I Took A Pill In Ibiza - Seeb Remix,"['Mike Posner', 'Seeb']",81,2016-05-06,0.664,0.714,7,-6.645,0,0.0353,8.42e-06,0.0843,0.71,101.969,197933,4
6RUKPb4LETWmmr3iAEQktW,Something Just Like This,"['The Chainsmokers', 'Coldplay']",87,2017-04-07,0.617,0.635,11,-6.769,0,0.0498,1.44e-05,0.164,0.446,103.019,247160,4
7MXVkk9YMctZqd1Srtv4MB,Starboy,"['The Weeknd', 'Daft Punk']",88,2016-11-25,0.679,0.587,7,-7.015,1,0.141,6.35e-06,0.137,0.486,186.003,230453,4
2ekn2ttSfGqwhhate0LSR0,New Rules,['Dua Lipa'],81,2017-06-02,0.762,0.7,9,-6.021,0,0.00261,1.56e-05,0.153,0.608,116.073,209320,4
1HNkqx9Ahdgi1Ixy2xkKkL,Photograph,['Ed Sheeran'],82,2014-06-21,0.614,0.379,4,-10.48,1,0.607,0.000464,0.0986,0.201,107.989,258987,4
4UKJUbcuStnnxLeJmVJsSc,Lean On,"['Major Lazer', 'MØ', 'DJ Snake']",59,2015-11-27,0.723,0.809,7,-3.081,0,0.00346,0.00123,0.565,0.274,98.007,176561,4
5uCax9HTNlzGybIStD3vDh,Say You Won't Let Go,['James Arthur'],87,2016-10-28,0.358,0.557,10,-7.398,1,0.695,0.0,0.0902,0.494,85.043,211467,4
50kpGaPAhYJ3sGmk6vplg0,Love Yourself,['Justin Bieber'],82,2015-11-13,0.609,0.378,4,-9.828,1,0.835,0.0,0.28,0.515,100.43,233720,4
3KkXRkHbMCARz0aVfEt68P,Sunflower - Spider-Man: Into the Spider-Verse,"['Post Malone', 'Swae Lee']",81,2018-12-14,0.76,0.478,2,-5.574,1,0.552,0.0,0.0703,0.913,89.908,158040,4
6Vc5wAMmXdKIAM7WUoEb7N,Say Something,"['A Great Big World', 'Christina Aguilera']",69,2014-01-20,0.407,0.147,2,-8.822,1,0.857,2.89e-06,0.0913,0.0765,141.284,229400,3
2jT7H9BuXBN54mvgqS1QAt,Maanlicht,['Bazart'],18,2019-11-20,0.664,0.712,9,-7.633,0,0.141,0.0,0.171,0.469,111.904,194573,4
6fenHIxXuuzKB55wY4WCHP,God Is A Dancer (with Mabel),"['Tiësto', 'Mabel']",57,2019-09-20,0.774,0.747,1,-3.908,0,0.0241,6.11e-06,0.342,0.833,119.964,168125,4
1bObrsJGW0UCIGZkvnDqbe,Stop This Flame,['Celeste'],56,2020-01-09,0.752,0.702,10,-4.927,0,0.296,0.0,0.103,0.322,119.939,209408,4
0l6PuQb2FZY8CrGWkz7R5z,Press Pause,['Laura Tesoro'],27,2019-10-25,0.862,0.72,2,-4.567,0,0.154,0.000877,0.32,0.32,108.009,188124,4
24ySl2hOPGCDcxBxFIqWBu,Rain On Me (with Ariana Grande),"['Lady Gaga', 'Ariana Grande']",68,2020-05-22,0.672,0.855,9,-3.764,1,0.021,0.0,0.323,0.646,123.056,182200,4
1raaNykBg1bDnWENUiglUA,Break My Heart,['Dua Lipa'],61,2020-03-25,0.73,0.729,4,-3.434,0,0.167,1.39e-06,0.349,0.467,113.012,221820,4
3ZjkQbe5JzzQbzRtkXyZNv,Love To Go,"['Lost Frequencies', 'Zonderling', 'Kelvin Jones']",0,2020-04-17,0.757,0.782,11,-6.58,1,0.66,0.0249,0.155,0.46,104.033,170769,4
4DpNNXFMMxQEKl7r0ykkWA,Play Date,['Melanie Martinez'],78,2015-08-14,0.68,0.729,5,-5.077,1,0.612,0.0,0.224,0.446,123.97,179867,4
0dZpw3h6KZhcHec61qwevZ,Banana (feat. Shaggy) - DJ FLe - Minisiren Remix,"['Conkarah', 'Shaggy', 'DJ Fle']",4,2020-05-15,0.824,0.854,8,-5.312,1,0.016,4.95e-05,0.117,0.896,95.114,210329,4
1sgDyuLooyvEML4oHspNza,Lose Somebody,"['Kygo', 'OneRepublic']",66,2020-05-29,0.58,0.586,1,-6.883,1,0.344,0.0,0.0755,0.507,147.988,199549,4
6yHVyMdC08djbP86mdkP3G,In My Bones,['Ray Dalton'],54,2020-01-17,0.636,0.699,5,-4.432,0,0.302,0.0,0.263,0.709,96.962,191053,4
14BH4qO7pgCmIe6mgLKOK3,Someone To You,['BANNERS'],68,2017-11-03,0.468,0.936,2,-3.683,1,0.00568,0.0,0.24,0.663,75.05,219800,4
76nqCfJOcFFWBJN32PAksn,Kings & Queens,['Ava Max'],0,2020-03-12,0.638,0.688,1,-4.056,0,0.00775,0.0,0.126,0.434,129.856,162399,4
14wf185UxfNbSy8dwt4r4q,MAMACITA,"['Black Eyed Peas', 'Ozuna', 'J. Rey Soul']",63,2020-04-10,0.894,0.635,2,-6.929,1,0.193,0.00105,0.0823,0.428,105.013,249143,4
6bTiJtfiyTEh4aPKJd5TtA,Whatever It Takes,['Milow'],32,2020-05-14,0.716,0.776,1,-4.677,1,0.0671,1.21e-05,0.101,0.841,92.43,173933,4
3Z8FwOEN59mRMxDCtb8N0A,Be Kind (with Halsey),"['Marshmello', 'Halsey']",71,2020-05-01,0.63,0.633,4,-7.088,1,0.00776,0.0,0.0541,0.452,93.992,172762,4
2SDOS0F4FJb1SEjOpF9PR5,Right Now (Na Na Na),['Akon'],0,2008,0.832,0.869,8,-4.2,0,0.266,0.0,0.415,0.576,137.997,240747,4
2vn6aM53s7u7El03iztpf8,Ewa Ja,['SLM'],28,2017-09-22,0.838,0.53,6,-5.647,0,0.038,0.0,0.333,0.906,145.96,225205,4
4n8iSiSWRdaSeSpJMbdk9O,Jessie,['Joshua Kadison'],55,1993-01-01,0.648,0.464,7,-11.592,1,0.426,4.93e-06,0.262,0.512,142.924,319027,4
4SEZthmPtszZPaktPLRX6J,F**kin' Perfect,['P!nk'],57,2010-11-12,0.563,0.671,7,-4.788,1,0.0422,0.0,0.36,0.45,91.964,213413,4
61ZM92T2zaXIVsqncThQzC,In Your Eyes (feat. Alida),"['Robin Schulz', 'Alida']",59,2020-01-10,0.57,0.672,8,-5.888,0,0.172,1.04e-06,0.0768,0.461,120.018,208222,4
2MlOUXmcofMackX3bxfSwi,Jerusalema (feat. Nomcebo Zikode),"['Master KG', 'Nomcebo Zikode']",70,2020-01-24,0.88,0.483,1,-7.012,1,0.0185,8.68e-06,0.0607,0.827,124.009,342613,4
3SQ9Hb9rfpJ02AWfaOPhpy,"It's A Man's, Man's, Man's World",['James Brown & The Famous Flames'],66,1966-08-01,0.539,0.24,3,-16.632,0,0.687,5.12e-05,0.133,0.567,80.816,167373,3
6e3pXMUejim8z8UDpFYA6Q,Who's Laughing Now,['Ava Max'],18,2020-08-12,0.648,0.641,7,-5.521,1,0.00565,3.63e-06,0.109,0.505,184.021,180348,4
0bMbDctzMmTyK2j74j3nF3,"Alone, Pt. II","['Alan Walker', 'Ava Max']",69,2019-12-27,0.67,0.668,3,-4.306,0,0.536,0.0,0.133,0.608,88.033,179053,4
0uUNN1nSoUx1A4fkDCWDQ7,So Am I,['Ava Max'],0,2019-03-07,0.682,0.656,6,-4.67,1,0.0737,0.0,0.353,0.607,130.089,183027,4
73h4oe03sZy8bXfQLfnqMv,Who's Laughing Now,['Ava Max'],0,2020-07-30,0.648,0.641,7,-5.521,1,0.00565,3.63e-06,0.109,0.505,184.021,180348,4
2SDx0PooHZI1SQKR0y44bs,Grace Kelly,['MIKA'],71,2006-01-01,0.676,0.828,0,-5.799,1,0.0242,0.0105,0.364,0.669,122.228,187733,4
2NjhV99ncY4A5lSkTHvTtU,Lollipop,['MIKA'],58,2006-01-01,0.714,0.621,1,-5.343,1,0.0352,1.63e-05,0.11,0.893,96.011,183533,4
0KM2y796j63t5RHhvRUxld,"Relax, Take It Easy",['MIKA'],66,2006-01-01,0.694,0.694,6,-8.21,0,0.058,0.0129,0.129,0.608,121.876,270000,4
4afGO0WTInDhK2C3dolz8z,De Overkant,"['Suzan & Freek', 'Snelle']",46,2020-08-21,0.628,0.57,2,-6.693,1,0.116,0.0,0.0861,0.822,79.071,167848,4
6yBPWtwnlHgRTHfxK1MPwJ,Kleur,['Snelle'],39,2020-06-05,0.767,0.524,6,-6.518,1,0.249,1.7e-06,0.185,0.655,124.045,189243,4
3tjFYV6RSFtuktYl3ZtYcq,Mood (feat. iann dior),"['24kGoldn', 'iann dior']",13,2020-07-24,0.7,0.722,7,-3.558,0,0.221,0.0,0.272,0.756,90.989,140526,4
6cx06DFPPHchuUAcTxznu9,Head & Heart (feat. MNEK),"['Joel Corry', 'MNEK']",79,2020-07-03,0.734,0.874,8,-3.158,1,0.168,1.14e-05,0.0489,0.905,122.953,166028,4
525GY0mXYnxajolwgS8Eaz,Cooler Than Me,['Lucky Luke'],66,2019-05-17,0.889,0.716,7,-6.146,1,0.0595,0.0409,0.168,0.296,128.022,179760,4
34FbkFgAbv4ffvhL2XQMVm,Jolie nana,['Aya Nakamura'],0,2020-07-17,0.813,0.64,2,-5.908,1,0.269,0.0,0.131,0.488,92.989,147076,4
2u6Jm2klS4yvAlbSHlxUwI,Alane,"['Robin Schulz', 'Wes']",53,2020-06-19,0.581,0.799,3,-6.66,1,0.0419,9.43e-06,0.11,0.662,124.002,175016,4
57IepvmINb3J8S6xCvpUGV,We Got All The Time,['Dina Ayada'],9,2020-08-20,0.831,0.654,10,-6.882,0,0.181,0.0,0.106,0.873,115.024,169290,4
0l4AReW2LuX0yStPfgQgSR,Giants,['Dermot Kennedy'],52,2020-06-24,0.579,0.839,8,-5.409,0,0.0145,3.04e-05,0.201,0.589,158.141,177173,4
6H7IM7yy89G3N5RArswsrw,Zusje,"['Ronnie Flex', 'Mr. Polska']",27,2014-01-01,0.623,0.683,1,-7.364,0,0.119,0.0,0.216,0.613,155.007,199984,4
6lhZLbb0czULpjb2kFryPS,Let's Love,"['David Guetta', 'Sia']",62,2020-09-11,0.662,0.868,5,-4.025,1,0.00882,0.00244,0.584,0.353,92.998,200645,4
1eT2CjXwFXNx6oY5ydvzKU,Hey Jude,['The Beatles'],68,2006-11-17,0.462,0.632,5,-7.438,1,0.091,0.0,0.397,0.585,74.268,238854,4
7ipZRNyXP2r9rJQD4z4vS0,Heartbeat,"['Mark With a K', 'Xillions']",40,2020-04-08,0.528,0.93,1,-4.827,1,0.00946,0.0416,0.0838,0.433,150.071,182800,4
4RL77hMWUq35NYnPLXBpih,Skinny Love,['Birdy'],71,2011-11-04,0.379,0.29,4,-8.487,1,0.952,0.000996,0.118,0.184,165.997,201080,4
5IpTvvTopPoAhJLbtQ798i,Eden,['Hooverphonic'],46,1998-04-08,0.246,0.572,4,-9.576,0,0.0205,0.873,0.126,0.169,82.07,213000,4
4bJygwUKrRgq1stlNXcgMg,All The Things She Said,['t.A.T.u.'],75,2002,0.527,0.834,5,-5.767,0,0.0411,0.00599,0.105,0.381,179.92,214440,4
5u1n1kITHCxxp8twBcZxWy,Holy (feat. Chance The Rapper),"['Justin Bieber', 'Chance the Rapper']",67,2020-09-18,0.673,0.704,6,-8.056,1,0.196,0.0,0.0898,0.372,86.919,212093,4
7B3z0ySL9Rr0XvZEAjWZzM,Sofia,['Clairo'],79,2019-08-02,0.744,0.619,0,-9.805,1,0.598,0.00372,0.231,0.641,112.997,188387,4
3FCto7hnn1shUyZL42YgfO,Piano Man,['Billy Joel'],62,2001-10-02,0.334,0.472,0,-8.791,1,0.6,3.62e-06,0.317,0.431,179.173,336093,3
7eXrGBrl1mBKhxlWX0IoOQ,Beggin - Original Version,['Madcon'],51,2008,0.715,0.796,4,-4.889,0,0.0284,0.0,0.0658,0.431,129.041,218707,4
4MloswMM3eu7dHZ7MOzW3i,Do You Know? (The Ping Pong Song),['Enrique Iglesias'],53,2007,0.755,0.765,8,-4.328,1,0.0503,0.0,0.0326,0.691,114.993,218053,4
4d2hD63oUGU3s7L66JD0BE,Dance Again (feat. Pitbull),"['Jennifer Lopez', 'Pitbull']",1,2012-07-20,0.792,0.856,11,-5.236,0,0.0159,2.88e-06,0.0981,0.714,127.988,237267,4
3kMrazSvILsgcwtidZd1Qd,Bulletproof,['La Roux'],70,2009,0.674,0.882,3,-2.771,0,0.000441,6.62e-05,0.068,0.682,123.017,205733,4
1kPpge9JDLpcj15qgrPbYX,Good Time,"['Owl City', 'Carly Rae Jepsen']",76,2012-08-17,0.56,0.872,3,-4.269,1,0.0239,6.98e-06,0.371,0.682,126.05,205933,4
59qrUpoplZxbIZxk6X0Bm3,Take You Dancing,['Jason Derulo'],69,2020-07-22,0.789,0.711,2,-4.248,1,0.0332,0.0,0.0876,0.753,112.985,190306,4
2DQNYMRjisN3KAPj1bEwOI,"Lemonade (feat. Gunna, Don Toliver & NAV)","['Internet Money', 'Gunna', 'Don Toliver', 'NAV']",0,2020-08-29,0.8,0.658,1,-6.142,0,0.25,0.0,0.111,0.462,140.042,195429,4
7igeByaBM0MgGsgXtNxDJ7,positions,['Ariana Grande'],0,2020-10-23,0.736,0.802,0,-4.759,1,0.468,0.0,0.094,0.675,144.005,172325,4
0t1kP63rueHleOhQkYSXFY,Dynamite,['BTS'],2,2020-08-28,0.746,0.765,6,-4.41,0,0.0112,0.0,0.0936,0.737,114.044,199054,4
50Td3qilgs8BLtv8mHyT1t,Control,['Zoe Wees'],70,2020-03-13,0.6,0.465,4,-4.951,1,0.643,1.48e-06,0.149,0.0682,113.81,230880,4
1tkg4EHVoqnhR6iFEXb60y,What You Know Bout Love,['Pop Smoke'],78,2020-07-03,0.709,0.548,10,-8.493,1,0.65,1.59e-06,0.133,0.543,83.995,160000,4
5KCbr5ndeby4y4ggthdiAb,Wonder,['Shawn Mendes'],64,2020-10-02,0.333,0.637,1,-4.904,0,0.131,1.8e-05,0.149,0.132,139.898,172693,4
1cFRiDWuGghvnmMvAsQ2m4,Don't Leave Me Now,"['Lost Frequencies', 'Mathieu Koss']",34,2020-08-27,0.671,0.752,6,-6.806,0,0.0258,0.0,0.112,0.717,124.998,195080,4
27ycaQnQAxaPiyeg3nr2aB,Midnight Sky,['Miley Cyrus'],1,2020-08-14,0.705,0.814,4,-5.466,0,0.00115,0.00312,0.203,0.259,110.0,223279,4
33yBcb2caSp1dZWhKqiUK0,Vergeet De Tijd,"['Regi', 'Camille']",17,2020-05-15,0.595,0.762,11,-4.792,1,0.153,0.0,0.135,0.301,130.023,179082,4
7aGyRfJWtLqgJaZoG9lJhE,Mad at Disney,['salem ilese'],4,2020-07-24,0.738,0.621,0,-7.313,1,0.424,7.39e-06,0.692,0.715,113.968,136839,4
00i2HU7TEzzftShjRrDSEF,Changes,"['2Pac', 'Talent']",60,2007-12-03,0.865,0.657,7,-6.722,1,0.0404,0.0,0.14,0.316,111.115,268960,4
4LwU4Vp6od3Sb08CsP99GC,The Next Episode,"['Dr. Dre', 'Snoop Dogg']",78,1999-11-16,0.922,0.909,10,-2.429,0,0.0281,0.0,0.0856,0.309,95.295,161507,4
503OTo2dSqe7qk76rgsbep,Still D.R.E.,"['Dr. Dre', 'Snoop Dogg']",81,1999-11-16,0.816,0.775,11,-3.323,1,0.16,0.00031,0.0543,0.527,93.431,270587,4
0YywjDvFudcaHG74NuWISy,People Help the People,['Birdy'],68,2011-11-04,0.433,0.308,10,-9.001,0,0.778,1.46e-05,0.092,0.153,73.331,256236,3
1MvRmCGFwk7NDCSQQPWUdV,Boom,['Natalia'],29,2013-01-01,0.626,0.706,3,-7.726,0,0.00809,0.000302,0.115,0.76,127.993,213173,4
4fDyFqnn1YbZzWgVWZXsnN,Zonder Totetrekkerie,"[""'T Hof Van Commerce"", 'TLP']",28,2002-10-31,0.895,0.529,5,-7.852,0,0.608,0.0,0.237,0.881,84.02,284027,4
1zi5WxigAqXUkRKz3RN2uT,I'm Into Folk,['The Radios'],32,1990,0.522,0.872,4,-10.146,1,0.023,0.0,0.346,0.564,129.239,170973,4
7t9f0GvRcJfHFoMHvBDPYt,Vechter - Uit Liefde Voor Muziek,"['Regi', 'Camille']",19,2020-11-13,0.525,0.536,0,-7.721,1,0.255,0.0,0.113,0.175,130.051,219504,4
1Og8U5KRel9D51h4bmznlE,With Or Without You,['U2'],56,1998-11-02,0.546,0.485,2,-9.424,1,0.000128,0.318,0.0939,0.106,109.913,295200,4
3wJVBz7gvGTwTWVAxFa6ny,Fever,"['Dua Lipa', 'Angèle']",60,2020-10-29,0.868,0.693,6,-7.052,0,0.0597,0.00399,0.106,0.396,114.999,156911,4
55oMtprtZeKps40MJbXVzy,Porselein - Uit Liefde Voor Muziek,['Liefde Voor Muziek voor Rode Neuzen Dag'],0,2020-10-29,0.613,0.695,2,-8.478,1,0.297,0.0,0.106,0.538,104.989,194320,4
14ngWWxvUSnIMXgF6rzSk1,Head Shoulders Knees & Toes (feat. Norma Jean Martine),"['Ofenbach', 'Quarterhead', 'Norma Jean Martine']",51,2020-05-08,0.798,0.828,2,-5.36,1,0.0247,2.55e-06,0.121,0.6,124.962,156960,4
5vGLcdRuSbUhD8ScwsGSdA,Whoopty,['CJ'],65,2020-08-20,0.719,0.648,3,-7.6,0,0.2,0.0,0.127,0.66,140.201,123263,4
3G19lVvFje61D7q1uG3QjD,Add It Up,['Violent Femmes'],0,1983-04-13,0.41,0.763,4,-7.904,1,0.274,1.36e-05,0.0553,0.649,172.295,284333,4
206FddKOYYxN6k2gCKUsFg,Tuff,['Jaah SLT'],0,2019-04-07,0.939,0.23,5,-13.909,1,0.294,0.0,0.0639,0.546,99.944,124996,4
5n6RDaGFSN88oRWuGtYAIN,The Show Must Go On - Remastered 2011,['Queen'],66,1991-02-05,0.426,0.687,11,-6.926,0,0.409,0.0,0.112,0.189,84.141,277827,4
3a9TMd2Yrza6HXqqlfMtfy,Est-ce que tu m'aimes ? - Pilule bleue,['GIMS'],75,2015-08-28,0.779,0.852,2,-3.353,1,0.235,0.0,0.212,0.601,119.892,237093,4
1FP9s72rDYty6mfoOEYKnE,All We Got (feat. KIDDO),"['Robin Schulz', 'KIDDO']",57,2020-10-16,0.504,0.76,4,-4.246,1,0.286,0.0,0.151,0.64,183.933,190218,4
27OeeYzk6klgBh83TSvGMA,WITHOUT YOU,['The Kid LAROI'],4,2020-11-06,0.662,0.413,0,-7.357,1,0.213,0.0,0.134,0.467,93.005,161385,4
6f3Slt0GbA2bPZlz0aIFXN,The Business,['Tiësto'],74,2020-09-16,0.798,0.62,8,-7.079,0,0.414,0.0192,0.112,0.235,120.031,164000,4
6zFMeegAMYQo0mt8rXtrli,HOLIDAY,['Lil Nas X'],66,2020-11-13,0.81,0.511,5,-6.924,0,0.12,0.0,0.0832,0.837,151.947,154998,4
31qCy5ZaophVA81wtlwLc4,Anyone,['Justin Bieber'],66,2021-01-01,0.686,0.538,2,-8.026,1,0.181,3.13e-06,0.113,0.584,115.884,190779,4
20McUFi8KCIVdNDLrkTDuZ,Goosebumps,['HVME'],68,2020-06-12,0.767,0.659,1,-7.429,1,0.325,0.0,0.13,0.439,124.946,163208,4
7lPN2DXiMsVn7XUKtOW1CS,drivers license,['Olivia Rodrigo'],21,2021-01-08,0.585,0.436,10,-8.761,1,0.721,1.31e-05,0.105,0.132,143.874,242014,4
5JqZ3oqF00jkT81foAFvqg,Prisoner (feat. Dua Lipa),"['Miley Cyrus', 'Dua Lipa']",1,2020-11-20,0.781,0.67,3,-3.912,0,0.0103,0.0,0.0761,0.595,127.99,169333,4
55Am8neGJkdj2ADaM3aw5H,Train Wreck,['James Arthur'],77,2016-10-28,0.311,0.485,6,-5.726,0,0.701,0.0,0.0726,0.225,77.355,208827,4
13rtgTDK9w1clbgXpGuW3y,Let Me Hold You,"['Netsky', 'Hybrid Minds']",1,2020-10-30,0.458,0.724,8,-3.706,1,0.367,0.0,0.0912,0.18,172.79,202543,4
4Lt6GXGzYsa1tgkv3nGSTm,Love Not War (The Tampa Beat),"['Jason Derulo', 'Nuka']",63,2020-11-20,0.738,0.85,8,-3.049,1,0.105,0.0,0.23,0.865,98.013,192921,4
20jZ7lf5eqDUQQruuMSKVE,Knocking on Heavens Door,['RAIGN'],56,2015-03-12,0.321,0.389,8,-8.909,1,0.67,0.00109,0.0926,0.128,127.778,264390,4
6ft4hAq6yde8jPZY2i5zLr,Paradise (feat. Dermot Kennedy),"['MEDUZA', 'Dermot Kennedy']",68,2020-10-30,0.632,0.595,8,-7.644,0,0.0689,0.0,0.209,0.435,124.114,167903,4
