artist_id,artist,followers,popularity,genre
5o7DmXxAI7rg7qBUvcLq2s,DJ Casper,11458,40,dance
13ubrt8QOOCPljQ2FL1Kca,A$AP Rocky,14314200,83,hip hop
0z4gvV4rjIZ9wHck67ucSV,Akon,4607851,80,pop
49jTY62Cpw3RYo4dLuG43W,Cian Ducrot,408664,60,pop
4qWnlmXWuGv2TtuxtIWlJX,BANNERS,664665,63,pop
4tZwfgrHOc3mvqYlEYSvVi,Daft Punk,9934594,79,electronic
6GI52t8N5F02MxU0g5U69P,Santana,3351357,70,rock
6AMd49uBDJfhf30Ak2QR5s,Coi Leray,806864,71,rap
7nDsS0l5ZAzMedVRKPP8F1,Ella Henderson,1617410,72,pop
40Yq4vzPs9VNUrIBG5Jr2i,The Smashing Pumpkins,5100315,71,metal
3EOEK57CV77D4ovYVcmiyt,Dennis Lloyd,676070,64,pop
1buzCmyYZE4kcdLRudsb8V,Mikky Ekko,136146,65,indie
3iMzbvXlgNUpoFccD60bvr,Prezioso,128162,65,dance
4VMYDCV2IEDYJArk749S6m,Daddy Yankee,33964648,85,hip hop
7bXgB6jMjp9ATFy66eO08Z,Chris Brown,22067260,86,r&b
3BmGtnKgCSGYIUhmivXKWX,Kelly Clarkson,10455078,72,pop
4xRYI6VqpkE3UwrDrAZL8L,Logic,6053922,72,hip hop
0YLlTW9rW7ZCy2cA2u3RYk,FLEMMING,287591,60,pop
3rWZHrfrsPBxVy692yAIxF,WILLOW,2604581,70,pop
2SHhfs4BiDxGQ3oxqf0UHY,Roxette,2231670,70,pop
1k1t9sL5HK3ZmpfNujGIGV,TLP,210,12,pop
6Dd3NScHWwnW6obMFbl1BH,Daya,1629294,71,pop
5ENS85nZShljwNgg4wFD7D,Gabry Ponte,524464,74,dance
2xiIXseIJcq3nG7C8fHeBj,Grace,6111475,73,metal
3RNrq3jvMZxD9ZyoOZbQOD,Korn,7600252,74,metal
6JL8zeS1NmiOftqZTRgdTz,Train,15112341,78,pop
03d2mJXSMtuPI0nIvLnhoS,Zoe Wees,479758,65,pop
6wi2d3tk31DPhUagWLgR33,Chiara Castelli,9530,31,pop
1McMsnEElThX1knmY4oliG,Olivia Rodrigo,36994773,87,pop
4bi8SmsdSp5AoD6RFZjyjW,Xillions,10480,42,pop
0ys2OFYzWYB5hRDLCsBqxt,Regi,9478778,86,latin
1yxSLGMDHlW21z4YXirZDS,Black Eyed Peas,8177355,79,pop
2qxJFvFYMEDqd7ui6kSAcq,Zedd,5912440,72,electronic
3nFkdlSjzX9mRTtwJOzDYB,JAY-Z,9162613,82,hip hop
2NjfBq1NflQcKSeiDooVjY,Tones And I,2934080,68,pop
4yiQZ8tQPux8cPriYMWUFP,Gwen Stefani,6513692,72,pop
15GGbJKqC6w0VYyAJtjej6,Scoop,51513,57,rap
1uNFoZAHBGtllmzznpCI3s,Justin Bieber,75541704,88,pop
25u4wHJWxCA9vO0CzxAbK7,Lukas Graham,2204773,69,pop
6jJ0s89eD6GaHleKKya26X,Katy Perry,33434277,83,pop
6uJ51uV5rYzu1MJkC4CceI,Interplanetary Criminal,42140,58,electronic
23zg3TcAtWQy7J6upgbUnj,USHER,11563253,80,hip hop
5j4HeCoUlzhfWtjAfM1acR,Stromae,3315814,70,pop
16oZKvXb6WkQlVAjwo2Wbg,The Lumineers,5404972,76,pop
3t5xRXzsuZmMDkQzgOX35S,Robin Schulz,3089414,76,electronic
2WX2uTcsvV5OnS0inACecP,Birdy,3673717,68,pop
4k93TM9rMTGkzdNFNkI6UX,Thomas van der Vlugt,9826,12,pop
4RSyJzf7ef6Iu2rnLdabNq,Willy William,243334,64,pop
6VCBinAerlvZxvXSHAFVuq,Jeremie Makiese,8179,27,pop
0Cp8WN4V8Tu4QJQwCN5Md4,BENEE,793671,62,pop
1OB278sOZVSFx5vXqYha83,J. Rey Soul,8274,50,dance
2WBJQGf1bT1kxuoqziH5g4,Purple Disco Machine,695778,73,electronic
4MCBfE4596Uoi2O4DtmEMz,Juice WRLD,34059356,85,rap
6WY7D3jk8zTrHtmkqqo5GI,Maren Morris,806627,68,country
2WzaAvm2bBCf4pEhyuDgCY,Ruth B.,3505076,72,pop
63yrD80RY3RNEM2YDpUpO8,Melanie Martinez,20562634,81,pop
0lZoBs4Pzo7R89JM9lxwoT,Duran Duran,3021603,68,rock
1gALaWbNDnwS2ECV09sn2A,Nightcrawlers,57322,61,electronic
7Lk9V7E1u5gqSHmtcKlOqH,Sara Kays,424689,57,pop
0IROOdQ2fQUcoaEPqt1Isg,Florence Welch,36522,59,pop
4utLUGcTvOJFr6aqIJtYWV,Grey,596185,66,rock
7c0XG5cIJTrrAgEC3ULPiq,T.I.,5304189,82,hip hop
1PKErrAhYFdfrDymGHRQRo,Nathan Evans,477510,64,folk
0ONN78qj6zuTEsmal4ZJKG,RAVVEL,1119,30,indie
5WmU6ngL2YPGbxYN4LTbRa,Cranky,4278,26,pop
1g9nyCbUH0kbNgXAsw7tUB,Bankzitters,158119,63,pop
7H55rcKCfwqkyDFH9wpKM6,Christina Perri,3797162,70,pop
4AVFqumd2ogHFlRbKIjp1t,Alesso,3891929,72,pop
6VuMaDnrHyPL1p4EHjYLi7,Charlie Puth,22834604,79,pop
31TPClRtHm23RisEBtV3X7,Justin Timberlake,14143217,80,pop
2AM4ilv6UzW0uMRuqKtDgN,ZZ Top,4366837,70,rock
5EP020iZcwBqHRnJftibXX,Hooverphonic,431467,51,electronic
0nC1zkioNJaPntz8XAeLx9,Kafke,20395,47,latin
3zGV7t4BDmYZBLVA24487b,Pommelien Thijs,128853,54,pop
22wbnEMDvgVIAGdFeek6ET,Bens,2848489,85,pop
4AXpdpyOnye51mlXxsKESw,'T Hof Van Commerce,20823,30,rock
4sTQVOfp9vEMCemLw50sbu,Galantis,3353931,71,pop
3ipn9JLAPI5GUEo4y4jcoi,Ludacris,2983122,76,hip hop
164Uj4eKjl6zTBKfJLFKKK,JVKE,4483492,75,pop
0SfsnGyD8FpIN4U4WCkBZ5,Armin van Buuren,4323144,74,electronic
5344K3N7rx7kw1HjO8psuq,James Carter,48117,66,pop
3aQeKQSyrW4qWr35idm0cy,T-Pain,4866271,77,pop
7EQ0qTo7fWT7DPxmxtSYEc,Bastille,5524938,73,pop
3l0CmX0FuQjFxr8SK7Vqag,Clairo,4889483,77,pop
1i8SpTcr7yvPOmcqrbnVXY,Ozuna,36704723,85,pop
0gAILSEru1PKMwP0tAqNLS,Willow Sage Hart,22852,54,pop
08MVPakTEdRJimQNV61NFR,Freedo,1566,52,electronic
1qUjOF5fzrpoNycD36b2jZ,Nate Ruess,235138,67,rock
52h6A1y99QgoEf5FzKEHs1,Diddi Trix,171422,42,hip hop
2RdwBSPQiwcmiDo9kixcl8,Pharrell Williams,4526810,78,pop
64KEffDW9EtZ1y2vBYgq8T,Marshmello,33664709,82,electronic
2jku7tDXc6XoB6MO2hFuqg,Tory Lanez,6752560,79,hip hop
2jLE4BoXHriQ96JagEtiDP,Lauren Bennett,7502,60,r&b
7qG3b048QCHVRO5Pv1T5lw,Enrique Iglesias,10940853,77,pop
5iNrZmtVMtYev5M9yoWpEq,Seeb,361079,67,pop
2QsynagSdAqZj3U9HgDzjD,t.A.T.u.,12315198,80,reggae
3wtMPMvPtiFylbnNXF6CAj,Afro Bros,66915,53,electronic
438nTuoZFCZCyBl33jE9dU,Ashafar,206079,57,hip hop
0TnOYISbd1XYRBk9myaseg,Pitbull,10433302,83,pop
2hlmm7s2ICUX0LVIhVFlZQ,Gunna,7440173,86,hip hop
1PbtWtrN7jZpd4toqxrjm2,Lagique,6467,52,electronic
3sFTupo9UGgrujjN21BjwR,Gossip,340452,51,dance
4u5smJBskI6Adzv08PuiUP,Kiiara,921651,57,pop
1bfl0AU8SqmLkElptOprhC,Jul,5381939,81,latin
7gOdHgIoIKoe4i9Tta6qdD,Jonas Brothers,7603545,73,pop
1dfeR4HaWDbWqFHLkxsg1d,Queen,50091939,84,rock
5TgQ66WuWkoQ2xYxaSTnVP,Netsky,447295,57,pop
7Defmv25Kj9knpobhHIghm,Alphabeat,55361,42,pop
06nsZ3qSOYZ2hPVIMcr1IN,J.J. Cale,785765,62,funk
3IYUhFvPQItj6xySrBmZkd,Creed,6645053,80,rock
0MnM8NE69iw1cVc7GVIZ41,STUK,56788,38,pop
5eAWCfyUhZtHHtBdNk56l1,System Of A Down,10804883,79,metal
0ZrpamOxcZybMHGg1AYtHP,Robin Thicke,1926591,62,pop
0hCNtLu0JehylgoiP8L4Gh,Nicki Minaj,31453816,85,pop
137W8MRPWKqSmrBGDBFSop,Wiz Khalifa,11057484,80,hip hop
5yDkaiPTFbHGWCMXAEBt5Q,Kraantje Pappie,278740,59,hip hop
2o5jDhtHVPhrJdv3cEQ99Z,Tiësto,7328730,84,pop
4NZvixzsSefsNiIqXn0NDe,Maggie,1109184,71,pop
0LcJLqbBmaGUft1e9Mm8HV,ABBA,12299285,80,pop
3hE8S8ohRErocpkY7uJW4a,Within Temptation,1278961,61,metal
4AKwRarlmsUlLjIwt38NLw,Ofenbach,602404,71,pop
3nlHsNqwCSvT988ZfSW1Yh,Ronan Keating,1088962,60,pop
1RyvyyTE3xzB2ZywiAwp0i,Future,17407544,90,hip hop
2DlGxzQSjYe5N6G9nkYghR,Jennifer Lopez,13040161,75,pop
4VIvfOurcf0vuLRxLkGnIG,Bradley Cooper,253233,67,pop
782IpIScTpnDhYb9hyxOu1,The Product G&B,5686,59,r&b
25IZcQsNwnvgeBiTEjBNI4,RAIGN,81605,44,pop
4IVAbR2w4JJNJDDRFP3E83,6LACK,4696528,71,hip hop
5fMUXHkw8R8eOP2RNVYEZX,Diplo,2619275,77,pop
1KCSPY1glIKqW2TotWuXOR,P!nk,16717491,79,pop
2EMAnMvWE2eb56ToJVfCWs,Bryson Tiller,8531901,81,hip hop
4cfKtwkefMW3aiXtxfw8w6,Nomcebo Zikode,496201,55,soul
7FXX45sHqoQoCwqtG0ZV8H,Solda,7991,52,pop
4Gso3d4CscCijv0lmajZWs,Don Toliver,4496459,85,pop
6LuN9FCkKOj5PcnpouEgny,Khalid,16189746,83,pop
5Rl15oVamLq7FbSb0NNBNy,5 Seconds of Summer,9957871,75,pop
6TLwD7HPWuiOzvXEa3oCNe,Oliver Tree,2450896,70,hip hop
65ML8tZVfIo0B8qhbMZYWY,Slongs,7029,22,pop
6jsjhAEteAlY0vCiLvMLBA,ROZES,125385,59,pop
4oLeXFyACqeem2VImYeBFe,Fred again..,1514669,77,electronic
3DCWeG2J1fZeu0Oe6i5Q6m,PLK,1907029,74,hip hop
0pF1TxZmwCJ3gGpkBQwdtT,Gabriel Rios,58955,43,pop
20JZFwl6HVl6yg8a4H3ZqK,Panic! At The Disco,12208601,75,pop
2gBjLmx6zQnFGQJCAQpRgw,Nelly,2855605,74,pop
1HBjj22wzbscIZ9sEb5dyf,Jonas Blue,3748710,72,pop
1ZwdS5xdxEREPySFridCfh,2Pac,18090689,78,funk
7jVv8c5Fj3E9VhNjxT4snq,Lil Nas X,12401527,74,hip hop
5sWHDYs0csV6RS48xBl0tH,Two Feet,1997508,68,pop
67ea9eGLXYMsO2eYQRui3w,The Who,5369246,66,rock
1rw8ZTLnDHd74TWDDukjVi,Conrad Sewell,112995,59,pop
4kI8Ie27vjvonwaB2ePh8T,Portugal. The Man,1441684,65,rock
63MoX25vZtzCSTvRFkAsnW,Apson,229806,52,rock
5Y5TRrQiqgUO4S36tzjIRZ,Timbaland,2867078,76,pop
7fObcBw9VM3x7ntWKCYl0z,Colby O'Donis,160963,66,electronic
0bMKf3lIYR9GaNTdFKkTOr,Zonderling,89095,55,electronic
436sYg6CZhNefQJogaXeK0,Camille,386675,63,classical
2HcwFjNelS49kFbfvMxQYw,Robbie Williams,2878295,69,rock
3WrFJ7ztbogyGnTHbHJFl2,The Beatles,27612524,83,rock
04gDigrS5kc9YWfZHwBETP,Maroon 5,41741793,84,pop
0CjWKoS55T7DOt0HJuwF1H,Bipolar Sunshine,84011,58,pop
69GGBxA162lTqCwzJG5jLp,The Chainsmokers,20207331,81,pop
7f5Zgnp2spUuuzKplmRkt7,Lost Frequencies,2813420,77,pop
4bYPcJP5jwMhSivRcqie2n,Adam Levine,1003410,70,pop
0xRXCcSX89eobfrshSVdyu,MEDUZA,771106,74,electronic
35l9BRT7MXmM8bv2WDQiyB,beabadoobee,3636479,76,pop
7tYKF4w9nC0nq9CsPZTHyP,SZA,20862815,89,pop
7keGfmQR4X5w0two1xKZ7d,Kungs,943516,70,electronic
1QfpRUtH14JLoY6F6AYmwt,The Rare Occasions,404637,65,indie
4EPJlUEBy49EX1wuFOvtjK,Becky Hill,813387,73,pop
4bL2B6hmLlMWnUEZnorEtG,Felix Jaehn,1276196,73,electronic
26dSoYclwsYLMAKD3tpOr4,Britney Spears,14683140,79,pop
2JLl6rSFWx9YuSPLcLhkAG,Julian Perretta,34869,62,pop
6ueGR6SWhUJfvEhqkvMsVs,Janelle Monae,1459403,65,pop
5nAiCPenjjdpUJAmElxmuu,Loic Nottet,242500,50,electronic
3jK9MiCrA42lLAdMGUZpwa,Anderson .Paak,2531822,77,electronic
790FomKkXshlbRYZFtlgla,KAROL G,47501572,88,reggae
2DaxqgrOhkeH0fpeiQq2f4,Oasis,10031394,76,rock
1McMsnEElThX1knmY4oliG,OLIVIA,36994773,87,pop
7xTcuBOIAAIGDOSvwYFPzk,Daniel Powter,272353,57,pop
2hBfmHHnM4dS4pJgEJENCg,Chivv,114864,57,hip hop
4yvcSjfu4PC0CYQyLy4wSq,Glass Animals,4149685,76,pop
5KKpBU5eC2tJDzf0wmlRp2,RAYE,1516367,77,r&b
7jZM5w05mGhw6wTB1okhD9,ATB,390658,63,dance
2yLzlEFtIS0Q9UkyBZdQA7,Jessie J,991805,73,pop
4IJczjB0fJ04gs4uvP0Fli,Gym Class Heroes,1475100,67,pop
3Z6IRCo7umuk8K2XQy0ZDj,Busted,267534,53,pop
0CbeG1224FS58EUx4tPevZ,Timmy Trumpet,1142624,71,dance
5g3uG8zZZANGT6YOssgjfC,Lenka,268547,50,pop
4LcUpNlXFEleaLlelmkv2R,Kris Kross Amsterdam,235915,63,electronic
5T8zbK3dic52T9bFu0aY8z,Sophia Somajo,11412,45,pop
5pKCCKE2ajJHZ9KAiaK11H,Rihanna,60594038,89,pop
757aE44tKEUQEqRuT6GnEB,Roddy Ricch,10619979,76,rap
6fWVd57NKTalqvmjRd2t8Z,24kGoldn,2222143,69,rap
3E31HqA00iCX9nRhesw6LD,Snelle,601421,59,hip hop
6pWcSL9wSJZQ9ne0TnhdWr,K-391,378914,63,electronic
53sIBaVjXQhfH89Vu6nEGh,GoonRock,6092,61,dance
3Edve4VIATi0OZngclQlkN,Dopamine,6250,60,dance
7cCXGHnW9OLbG0kQxabVvX,The Scabs,16440,30,pop
44PA0rCQXikgOWbfY7Fq7m,Ying Yang Twins,1111765,61,hip hop
5JZ7CnR6gTvEMKX4g70Amv,Lauv,6210247,74,pop
5WUlDfRSoLAfcVSX1WnrxN,Sia,28074292,83,dance
1IueXOQyABrMOprrzwQJWN,Sigala,1558582,67,pop
5RaQ9nmVGoTye2SI76x3yw,Kofs,458680,57,hip hop
1McMsnEElThX1knmY4oliG,Olivia,36994773,87,pop
4L2dV3zY7RmkeiNO035Fi0,Mufasa & Hypeman,16641,60,pop
4FrXHrpbDLNyO3pbVv8RmF,Sophie and the Giants,59618,60,indie
3sgFRtyBnxXD5ESfmbK4dl,LMFAO,4138920,65,pop
6LqNN22kT3074XbTVUrhzX,Kesha,7917014,77,pop
4GJ6xDCF5jaUqD6avOuQT6,FIFTY FIFTY,1610960,66,pop
1A6HQzOvtGaCYihOuIKjE6,Mr. Polska,223435,55,hip hop
5ksRONqssB7BR161NTtJAm,Ace of Base,831505,67,dance
0rpMdBzQXf7aYRnu5fDBJy,Violent Femmes,723497,58,rock
7wlFDEWiM5OoIAt8RSli8b,Ne-Yo,12749558,80,rap
5SHxzwjek1Pipl1Yk11UHv,Tom Grennan,553235,63,pop
5wsBGjgRsASMggXLPF7pYm,2 Brothers On The 4th Floor,110357,52,dance
7ltDVBr6mKbRvohxheJ9h1,ROSALIA,8151596,77,pop
6zrOXBaNn0DqJeXxgC2eyH,Houari,28595,56,pop
6bmlMHgSheBauioMgKv2tn,Powfu,1307306,67,pop
4TvhRzxIL1le2PWCeUqxQw,The Blessed Madonna,83531,67,electronic
6KImCVD70vtIoJWnq6nGn3,Harry Styles,32411377,84,pop
0U7ti3mwGrBNlKNE4YlbfT,Sierra Kidd,160789,56,rap
0jnsk9HBra6NMjO2oANoPY,Flo Rida,8523812,78,pop
49aaHxvAJ0tCh0F15OnwIl,Loreen,1066899,69,pop
1lmU3giNF3CSbkVSQmLpHQ,Surf Mesa,173193,60,pop
1URnnhqYAYcrqrcwql10ft,21 Savage,18921799,88,hip hop
3898xesz6JuQkpz7Kiu4uM,Emma Heesters,204109,53,pop
3RbuVoer2pZlqAXI73ElhX,Cheriimoya,45345,55,pop
0FEJqmeLRzsXj8hgcZaAyB,Indila,1832375,69,pop
5BcAKTbp20cv7tC5VqPFoC,Macklemore & Ryan Lewis,2540216,72,pop
5EvFsr3kj42KNv97ZEnqij,Shaggy,2199501,71,pop
4IWBUUAFIplrNtaOHcJPRM,James Arthur,17275047,80,pop
1GJOgIYZ4zZtey6Ev14sjD,Eva De Roovere,13163,27,pop
6oUVQSkgFOPuv5g2hRCONc,Jaah SLT,55438,48,rap
0du5cEVh5yTK9QJze8zA0C,Bruno Mars,56254718,87,pop
77IW5ZK1smDQYYKDCQugXh,Suzan & Freek,580810,61,pop
45ruzGUmIr8WLjLOPJ9mGU,Miggy Dela Rosa,11437,63,pop
2Zx5UnYsOJTrLB7EerhsJh,Babet,1590,33,pop
163tK9Wjr9P9DmM0AVK7lm,Lorde,9980943,75,pop
3hteYQFiMFbJY7wS0xDymP,Gesaffelstein,619981,70,electronic
22wbnEMDvgVIAGdFeek6ET,Benson Boone,2848489,85,pop
1Xylc3o4UrD53lo9CvFvVg,Zara Larsson,10467840,76,pop
5VadK1havLhK1OpKYsXv9y,D-Block Europe,1481000,76,hip hop
1rvnJJghrxl1xakJZct08m,Sam Ryder,378267,51,pop
2QsynagSdAqZj3U9HgDzjD,B.o.B,12315198,80,reggae
5LfGQac0EIXyAN8aUwmNAQ,The Offspring,5598299,76,metal
2wUjUUtkb5lvLKcGKsKqsR,Alessia Cara,11784229,71,r&b
6hk7Yq1DU9QcCCrz9uc0Ti,Kimbra,420176,70,indie
4A0TivfinfALCAMJqqjZIk,fun.,13692,65,funk
5GIcOzVFTNnzArytjmTkW8,Bizzey,381166,60,hip hop
6c8akjSeJQw2NYemV6qVT8,Small Jam,7458,53,reggae
5K4W6rqBFWDnAN6FQUkS6x,Wes,25736826,90,rap
1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,85156966,93,r&b
3tlXnStJ1fFhdScmQeLpuG,Brent,6044089,82,r&b
45dkTj5sMRSjrmBSBeiHym,Tate McRae,5472304,82,pop
0K87f3owemzI8NUCoEIXOB,vaultboy,264956,59,pop
6DPYiyq5kWVQS4RGwxzPC7,Dr. Dre,11878683,79,funk
74eY8wbrhhVD7pACbBHwHw,Imany,292830,59,pop
5zixe6AbgXPqt4c1uSl94L,Connor Price,1359513,73,pop
048LktY5zMnakWq7PTtFrz,CKay,1476918,66,r&b
1Ffb6ejR6Fe5IamqA5oRUF,Bring Me The Horizon,5636152,81,metal
5WxnXxSCyhDSyi6elhBZd4,Jaap Reesema,139387,53,pop
2fZcYu4ltOFdwsnDmLQ9jl,DJ Fle,3664,42,pop
2s7Oijd4mFGgEkhYJtf3sJ,Shane Codd,27005,46,dance
0C8ZW7ezQVs4URX5aX7Kqx,Selena Gomez,50161751,80,pop
6n9XmMc3mX18mrTHYOCPIq,Henri PFR,49801,47,pop
0vRvGUQVUjytro0xpb26bs,Arizona Zervas,750241,61,pop
6c4sUNBgdonFJz8Kx2VsGz,Madcon,431974,61,hip hop
4W6fwRbqEy1dfEoE6OCyZu,Mathieu Koss,15541,49,pop
7MhMgCo0Bl0Kukl93PZbYS,Blur,3347657,68,rock
3hv9jJF3adDNsBSIQDqcjp,Mark Ronson,1085839,75,pop
6s5ubAp65wXoTZefE01RNR,Joost,679730,75,electronic
7jp5R1aY7kmwBYX3jIu9yk,Jebroer,248548,56,pop
1HBjj22wzbscIZ9sEb5dyf,Blue,3748710,72,pop
4xnihxcoXWK3UqryOSnbw5,Sasha Alex Sloan,1486652,67,pop
0TKFPt9w0AAEnhB9bd0pLy,LUM!X,184323,67,electronic
67MNhiAICFY6Pwc2YxCO0K,Elley Duhe,552177,74,pop
4myTppRgh0rojLxx8RycOp,Ryan Lewis,35466,74,pop
3gPtUdMiLkJgmQIxFpEhAk,Jinho 9,18365,39,pop
7HqEmV7FeCi16bQyHMpIrF,VASSY,32870,56,dance
3Xt3RrJMFv5SZkCfUE8C1J,Kim Petras,1100004,74,pop
5IcR3N7QB1j6KBL8eImZ8m,SCH,4727462,71,rap
5icKdCmMhNMYoAzVBAWt39,Dax,1562293,65,hip hop
0rvjqX7ttXeg3mTy8Xscbt,Journey,5503368,74,rock
5oNWzcU0mYK1zDUxBGHIaG,Hannah Mae,22429,54,pop
0lAWpj5szCSwM4rUMHYmrr,Maneskin,9221527,79,rock
181bsRPaVXVlUKXrxwZfHK,Megan Thee Stallion,9174996,78,rap
2feDdbD5araYcm6JhFHHw7,Labrinth,3253397,76,pop
2wY79sveU1sp5g7SokKOiI,Sam Smith,23811159,81,pop
6deZN1bslXzeGvOLaLMOIF,Nickelback,6813256,77,metal
6j2HWcd7z61iTLbi8eD0hA,Eddy Grant,68672,45,pop
3gk0OYeLFWYupGFRHqLSR7,Showtek,468216,61,electronic
1hHPEA8X1ds8VctsqWhoNv,Trix & Flix,250,12,pop
4UXqAaa6dQYAk18Lv7PEgX,Fall Out Boy,10656666,78,rock
